account_id,contract_type,customer_id,has_device_protection,has_internet_service,has_multiple_lines,has_online_backup,has_online_security,has_phone_service,has_premium_tech_support,has_unlimited_data,internet_type,num_referrals,paperless_billing,payment_method,tenure_months,avg_gb_download_monthly,avg_long_distance_fee_monthly,stream_movie,stream_music,stream_tv,total_charges_quarter,total_long_distance_fee,total_monthly_fee,total_refunds,age,gender,married,num_dependents,senior_citizen,zip_code,area_id,city,latitutde,longitude,population,status
NCFH-IFJSV,Month-to-Month,1498-DQNRX,No,No,No,No,No,Yes,No,No,None,0,No,Mailed Check,29,0,5.69,No,No,No,573.05,165.01,19.85,0.0,46,Female,Yes,0,No,96137,1618,Westwood,40.271535,-121.018087,4158,0
NCIK-QIAZG,One Year,0327-WFZSY,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,9,No,Bank Withdrawal,39,75,17.29,Yes,Yes,Yes,3835.55,674.31,100.0,0.0,62,Male,Yes,3,No,95564,1317,Samoa,40.809636,-124.189977,395,0
NDDC-NPLQF,Month-to-Month,1482-OXZSY,No,Yes,Yes,No,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,30,19,17.26,Yes,Yes,Yes,2936.25,517.8,100.4,0.0,45,Male,No,0,No,95019,1070,Freedom,36.936228,-121.785559,4753,0
NDZV-UDTWK,Two Year,2040-LDIWQ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,8,Yes,Bank Withdrawal,65,16,41.57,Yes,Yes,Yes,5324.5,2702.05,84.2,0.0,51,Male,Yes,0,No,91367,218,Woodland Hills,34.178068,-118.615714,36123,0
NECP-NBGRT,Month-to-Month,2120-SMPEX,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,25,0,17.64,No,No,No,536.35,441.0,20.15,0.0,43,Male,No,0,No,95403,1222,Santa Rosa,38.488431,-122.752839,40270,0
NEDW-JUTZX,Month-to-Month,0023-XUOPT,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,1,No,Bank Withdrawal,13,52,43.56,No,No,Yes,1215.6,566.28,94.1,0.0,26,Female,Yes,0,No,96140,1619,Carnelian Bay,39.227434,-120.091806,1943,1
NEPO-IRTKB,One Year,3551-GAEGL,No,Yes,No,No,Yes,No,No,Yes,DSL,0,No,Bank Withdrawal,34,42,0.0,No,No,No,938.65,0.0,30.4,0.0,23,Male,Yes,0,No,93644,799,Oakhurst,37.648647,-119.231447,8521,0
NEQK-KWLXO,Month-to-Month,2004-OCQXK,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,16,44.94,Yes,Yes,No,81.95,44.94,81.95,0.0,44,Female,No,0,No,95348,1193,Merced,37.40122,-120.514191,23100,1
NFEJ-WVYXF,Month-to-Month,0004-TLHLJ,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,30,33.65,No,No,No,280.85,134.6,73.9,0.0,50,Male,No,0,No,92627,535,Costa Mesa,33.645672,-117.922613,62069,1
NFTP-ZMPIT,Month-to-Month,3590-TCXTB,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,1,0,31.97,No,No,No,20.35,31.97,20.35,0.0,50,Male,No,0,No,90703,130,Cerritos,33.8681,-118.067402,51556,0
NFVE-GGPVJ,Month-to-Month,4614-NUVZD,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,24,22.86,Yes,Yes,No,81.1,22.86,81.1,0.0,53,Female,No,0,No,92807,576,Anaheim,33.848733,-117.788357,36301,1
NGBF-SYBAE,Two Year,0907-HQNTS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,8,Yes,Credit Card,70,14,46.2,Yes,No,Yes,7987.6,3234.0,113.0,0.0,74,Female,Yes,0,Yes,94565,969,Pittsburg,38.006047,-121.916834,78816,0
NGNS-ZKCWT,One Year,4455-BFSPD,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,5,No,Bank Withdrawal,61,23,36.13,Yes,Yes,Yes,6383.9,2203.93,101.15,0.0,35,Female,Yes,0,No,92027,324,Escondido,33.141265,-116.967221,48690,0
NHFU-FMILZ,One Year,0326-VDYXE,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,9,Yes,Bank Withdrawal,70,26,16.66,Yes,Yes,Yes,6982.5,1166.2,97.65,0.0,21,Female,Yes,0,No,90802,149,Long Beach,33.752524,-118.210737,38427,0
NHMJ-TCVMI,Month-to-Month,5054-IEXZT,No,Yes,No,Yes,No,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,1,21,32.82,No,No,No,75.35,32.82,75.35,0.0,41,Male,No,0,No,92117,365,San Diego,32.825086,-117.199424,51213,1
NHMK-JAHVT,Two Year,4822-LPTYJ,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,8,Yes,Bank Withdrawal,72,22,16.5,Yes,Yes,Yes,7346.2,1188.0,103.75,0.0,38,Male,Yes,0,No,90021,19,Los Angeles,34.029043,-118.239504,3012,0
NILZ-GUFRC,Month-to-Month,3545-CNWRG,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,7,Yes,Bank Withdrawal,49,57,27.38,Yes,Yes,Yes,4889.2,1341.62,98.35,0.0,52,Female,Yes,3,No,90402,103,Santa Monica,34.035849,-118.503508,11509,0
NIMF-HZDCI,Month-to-Month,3920-HIHMQ,No,Yes,Yes,No,No,Yes,No,No,DSL,0,Yes,Credit Card,26,19,16.34,No,No,No,1265.65,424.84,49.5,0.0,53,Female,No,1,No,95066,1089,Scotts Valley,37.070177,-122.010077,14574,0
NIRW-DQWJX,Two Year,0397-ZXWQF,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,67,0,47.31,No,No,No,1430.95,3169.77,20.5,0.0,24,Male,No,0,No,95555,1310,Orick,41.336354,-124.044354,494,0
NJJL-JLHGE,One Year,3567-PQTSO,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,7,Yes,Bank Withdrawal,53,27,3.78,Yes,Yes,Yes,5576.3,200.34,105.25,0.0,40,Male,Yes,1,No,96048,1554,Junction City,40.913192,-123.06597,734,0
NJJR-QIJGC,Month-to-Month,1436-ZMJAN,Yes,Yes,No,No,No,Yes,No,Yes,Cable,6,Yes,Credit Card,10,7,37.08,Yes,Yes,Yes,653.15,370.8,67.8,0.0,62,Female,Yes,0,No,96035,1546,Gerber,40.03194,-122.176023,3357,0
NJSQ-MANGE,Two Year,0040-HALCW,No,No,No,No,No,Yes,No,No,None,3,No,Credit Card,54,0,19.7,No,No,No,1090.6,1063.8,20.4,0.0,42,Male,Yes,3,No,95358,1200,Modesto,37.612612,-121.108568,30668,0
NJXC-LMHHK,Month-to-Month,0329-GTIAJ,No,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,3,7,30.18,Yes,Yes,Yes,315.3,90.54,97.9,0.0,40,Female,No,0,No,92844,587,Garden Grove,33.766476,-117.969795,23481,1
NKAL-NURWI,One Year,4597-ELFTS,No,No,Yes,No,No,Yes,No,No,None,0,No,Bank Withdrawal,56,0,2.58,No,No,No,1334.0,144.48,24.9,0.0,57,Male,No,0,No,91206,184,Glendale,34.162515,-118.203869,31297,1
NKJJ-EXGVS,Month-to-Month,2373-NTKOD,No,Yes,No,No,No,Yes,No,Yes,Cable,0,Yes,Bank Withdrawal,8,24,25.72,Yes,Yes,Yes,546.45,205.76,66.25,0.0,40,Male,No,0,No,95670,1383,Rancho Cordova,38.602723,-121.279913,49729,0
NKRB-SAZXE,Two Year,5153-LXKDT,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,68,75,18.47,Yes,Yes,Yes,7467.5,1255.96,110.2,0.0,51,Male,Yes,3,No,94506,927,Danville,37.791481,-121.903253,19777,0
NLLE-BYSFM,One Year,1898-JSNDC,No,Yes,No,Yes,No,Yes,No,Yes,DSL,0,Yes,Credit Card,39,58,48.17,No,No,Yes,2224.5,1878.63,58.6,0.0,23,Female,No,0,No,95758,1422,Elk Grove,38.35363,-121.44195,47065,0
NLLJ-LDWNW,One Year,4311-QTTAI,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,16,0,40.95,No,No,No,295.55,655.2,19.35,0.0,63,Female,No,0,No,91411,226,Van Nuys,34.17847,-118.459472,23646,0
NMCJ-ABHKP,Two Year,4933-BSAIP,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,40,0,31.37,No,No,No,780.1,1254.8,19.1,45.6,39,Female,Yes,0,No,91324,198,Northridge,34.238208,-118.55029,25751,0
NMMO-LKFZR,Two Year,5236-PERKL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,57,6,48.86,Yes,Yes,Yes,6465.0,2785.02,112.95,0.0,38,Female,No,0,No,93553,761,Pearblossom,34.445239,-117.894868,1613,1
NMNE-KHOIG,Two Year,4139-DETXS,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,0,No,Bank Withdrawal,72,6,0.0,Yes,Yes,Yes,4528.0,0.0,64.45,0.0,53,Female,Yes,0,No,92363,461,Needles,34.711224,-114.702256,5488,0
NNIN-LMAQQ,One Year,2188-SXWVT,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,0,No,Credit Card,34,8,43.17,No,No,No,1885.15,1467.78,55.0,0.0,31,Female,No,0,No,96105,1592,Chilcoot,39.872961,-120.198876,650,0
NNIY-VNWFZ,Two Year,3261-CQXOL,No,No,Yes,No,No,Yes,No,No,None,0,No,Bank Withdrawal,71,0,4.15,No,No,No,1813.35,294.65,25.45,0.0,33,Female,Yes,2,No,94521,941,Concord,37.971421,-121.971504,39888,0
NNQV-MSLTJ,Two Year,2236-HILPA,No,No,No,No,No,Yes,No,No,None,9,No,Credit Card,62,0,11.15,No,No,No,1218.45,691.3,20.65,0.0,55,Male,Yes,2,No,94544,953,Hayward,37.639215,-122.037554,72993,0
NNYP-KOCZX,Month-to-Month,2978-XXSOG,No,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,22,24,32.75,No,No,No,1253.5,720.5,59.05,0.0,33,Female,No,0,No,96109,1596,Doyle,40.012675,-120.101857,1177,0
NONC-YVLRN,One Year,0224-RLWWD,No,Yes,No,No,No,Yes,No,Yes,Cable,0,Yes,Bank Withdrawal,2,22,23.91,No,No,No,89.3,47.82,44.3,0.0,73,Female,No,0,Yes,92231,391,Calexico,32.690654,-115.431225,27804,0
NOTL-GCNDT,Two Year,1930-QPBVZ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,3,No,Bank Withdrawal,68,18,9.29,Yes,Yes,No,6683.4,631.72,95.1,0.0,31,Male,Yes,2,No,95454,1258,Laytonville,39.806141,-123.531098,2706,0
NPFK-PFJTM,Two Year,0463-TXOAK,No,No,Yes,No,No,Yes,No,No,None,0,No,Credit Card,52,0,23.12,No,No,No,1334.5,1202.24,25.6,0.0,26,Male,No,1,No,95653,1369,Madison,38.674276,-121.961866,844,0
NPOW-BULVC,One Year,2037-XJFUP,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,1,Yes,Bank Withdrawal,33,41,41.8,Yes,Yes,Yes,3036.75,1379.4,95.8,0.0,24,Male,Yes,0,No,92592,521,Temecula,33.507255,-117.029473,46171,1
NRFG-FIJWA,Month-to-Month,3156-QLHBO,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,2,0,21.18,No,No,No,48.35,42.36,19.25,0.0,58,Male,No,1,No,95136,1117,San Jose,37.270938,-121.851046,36944,0
NRJD-BYNUS,Month-to-Month,1508-DFXCU,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,12,16,11.04,No,No,Yes,912.0,132.48,81.45,0.0,32,Male,No,0,No,92501,485,Riverside,33.994676,-117.372498,18999,0
NTDC-XWWPD,One Year,0307-BCOPK,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,16,0,41.51,No,No,No,326.65,664.16,19.05,0.0,62,Female,No,0,No,94134,915,San Francisco,37.721052,-122.413573,40137,0
NTKF-AWIQK,Two Year,1839-FBNFR,No,No,No,No,No,Yes,No,No,None,3,Yes,Bank Withdrawal,39,0,32.57,No,No,No,854.8,1270.23,19.85,0.0,35,Female,Yes,1,No,95634,1355,Georgetown,38.9386,-120.785514,2723,0
NTXD-YAICC,Month-to-Month,4971-PUYQO,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Mailed Check,27,6,11.09,Yes,Yes,Yes,2724.6,299.43,94.55,0.0,48,Female,No,0,No,92109,358,San Diego,32.787836,-117.232376,46086,1
NTZL-HEMSQ,Two Year,3070-BDOQC,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,60,21,16.81,Yes,Yes,Yes,5941.05,1008.6,99.65,0.0,38,Female,No,0,No,95827,1439,Sacramento,38.549185,-121.328386,19611,0
NUKF-ATHFU,Two Year,5006-MXVRN,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,39,0,29.79,No,No,No,762.45,1161.81,20.7,0.0,23,Female,No,0,No,95328,1181,Keyes,37.555631,-120.911653,2130,0
NUVN-REOJI,Two Year,0572-ZJKLT,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,10,No,Credit Card,46,18,49.26,Yes,Yes,No,4630.2,2265.96,99.65,9.35,32,Female,Yes,1,No,96020,1534,Chester,40.243494,-121.154733,2664,0
NVHI-GNJJQ,Month-to-Month,4801-JZAZL,No,Yes,No,No,Yes,No,No,Yes,DSL,1,Yes,Bank Withdrawal,11,17,0.0,No,No,No,346.45,0.0,29.6,27.24,32,Female,Yes,2,No,92305,429,Angelus Oaks,34.1678,-116.86433,301,0
NVSQ-RPFRR,Two Year,2030-BTZRO,No,No,No,No,No,Yes,No,No,None,1,Yes,Credit Card,6,0,41.36,No,No,No,107.6,248.16,20.4,0.0,54,Male,Yes,3,No,91325,199,Northridge,34.236683,-118.517588,32307,0
NXDL-XADWP,Month-to-Month,5067-DGXLL,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,2,0,15.83,No,No,No,36.8,31.66,20.25,0.0,35,Male,No,0,No,95910,1456,Alleghany,39.467828,-120.841386,118,0
NXEN-OWUWA,Two Year,4526-RMTLL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,8,14,37.28,Yes,Yes,No,645.8,298.24,76.15,0.0,32,Male,Yes,1,No,90270,86,Maywood,33.988572,-118.186565,28094,0
NXMV-BLBVY,Two Year,0222-CNVPT,No,Yes,No,No,Yes,No,No,Yes,DSL,0,Yes,Credit Card,52,19,0.0,Yes,Yes,Yes,2555.05,0.0,48.8,0.0,69,Male,No,0,Yes,95820,1432,Sacramento,38.53508,-121.444144,37031,0
NXWG-SSBQP,Month-to-Month,3345-PBBFH,No,Yes,No,Yes,No,Yes,No,Yes,DSL,6,Yes,Bank Withdrawal,8,53,2.38,No,No,No,393.45,19.04,49.55,0.0,24,Male,Yes,0,No,93625,787,Fowler,36.625792,-119.672483,5635,0
NXZP-SIUMP,Month-to-Month,3070-DVEYC,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Credit Card,7,7,32.4,No,No,No,545.15,226.8,73.75,0.0,78,Male,No,0,Yes,95987,1515,Williams,39.117537,-122.284654,4579,1
NZAO-MEJRB,Two Year,4878-BUNFV,No,No,No,No,No,Yes,No,No,None,10,No,Mailed Check,42,0,32.02,No,No,No,828.85,1344.84,20.7,0.0,59,Male,Yes,1,No,94621,1008,Oakland,37.750553,-122.197175,30751,0
NZCC-PIWJP,One Year,3727-OWVYD,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,0,No,Mailed Check,35,82,38.38,No,No,No,2021.2,1343.3,61.2,0.0,24,Male,No,0,No,91906,290,Campo,32.673483,-116.472863,3133,0
NZDL-JNPZT,Month-to-Month,0311-QYWSS,No,Yes,No,No,Yes,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,6,8,39.16,No,No,No,314.6,234.96,49.45,0.0,63,Female,No,0,No,95542,1298,Garberville,40.057784,-123.679461,2423,0
NZDU-EYTRC,Two Year,2252-NKNSI,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,52,28,32.02,Yes,Yes,Yes,4461.85,1665.04,85.15,0.0,63,Male,No,0,No,93905,837,Salinas,36.667794,-121.601306,58548,0
NZEQ-LFZDS,Two Year,1325-USMEC,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,10,Yes,Credit Card,70,13,48.0,No,No,Yes,6944.5,3360.0,99.35,0.0,58,Male,Yes,0,No,93553,761,Pearblossom,34.445239,-117.894868,1613,0
OAAD-YGLIG,Month-to-Month,4989-LIXVT,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,68,28,19.67,Yes,No,No,6503.2,1337.56,95.9,0.0,66,Male,No,0,Yes,90404,105,Santa Monica,34.026334,-118.474222,19975,0
OADV-SVBSD,One Year,4942-VZZOM,No,Yes,Yes,No,Yes,Yes,No,Yes,DSL,3,Yes,Credit Card,64,2,37.46,No,No,Yes,4392.5,2397.44,66.15,0.0,40,Male,Yes,0,No,93276,680,Tupman,35.316263,-119.402559,236,0
OAMO-ZNZWG,Month-to-Month,0529-ONKER,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,15,19,46.38,No,No,No,1146.65,695.7,75.65,0.0,70,Male,No,0,Yes,95942,1478,Forest Ranch,40.077028,-121.494168,1351,1
OAPV-POTWX,Month-to-Month,5156-UMKOW,No,Yes,No,Yes,No,No,No,Yes,DSL,0,No,Mailed Check,3,53,0.0,No,No,No,90.05,0.0,29.65,0.0,44,Female,No,3,No,93452,724,San Simeon,35.746484,-121.223355,471,0
OAQA-SIZVW,Month-to-Month,4514-GFCFI,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,16,7,17.51,No,No,Yes,1350.15,280.16,84.75,0.0,76,Female,No,0,Yes,92117,365,San Diego,32.825086,-117.199424,51213,1
OAYS-BISIQ,Two Year,3420-ZDBMA,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,5,9,17.13,No,No,No,371.6,85.65,71.45,0.0,78,Male,No,0,Yes,92821,578,Brea,33.930199,-117.862898,34055,0
OBRK-KBSIS,Month-to-Month,4445-ZJNMU,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,9,69,4.81,Yes,Yes,Yes,918.75,43.29,99.3,0.0,30,Male,No,0,No,90266,85,Manhattan Beach,33.889632,-118.39737,33758,0
OCBX-EPIAX,Month-to-Month,0365-TRTPY,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,0,No,Bank Withdrawal,37,30,11.73,No,No,No,3382.3,434.01,91.2,0.0,52,Female,No,0,No,91724,248,Covina,34.08111,-117.853935,25068,0
OCDP-LHGDK,Month-to-Month,0807-ZABDG,No,Yes,No,No,Yes,Yes,Yes,Yes,Cable,0,Yes,Mailed Check,3,16,26.04,No,No,No,154.65,78.12,55.1,0.0,43,Female,No,2,No,95776,1425,Woodland,38.694081,-121.694431,15022,1
OCGD-XUOEE,Two Year,2388-LAESQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,3,Yes,Bank Withdrawal,72,25,28.72,Yes,No,Yes,8317.95,2067.84,114.85,0.0,74,Female,Yes,0,Yes,95459,1262,Manchester,38.966713,-123.586412,586,0
OCHB-JKRSQ,Month-to-Month,2190-BCXEC,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,10,Yes,Credit Card,40,17,39.97,No,No,No,3126.85,1598.8,78.85,0.0,61,Female,Yes,0,No,92328,443,Death Valley,36.27688,-117.033326,443,0
OCOI-DFHLT,Month-to-Month,3317-VLGQT,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,7,Yes,Bank Withdrawal,14,16,4.45,Yes,Yes,No,1122.4,62.3,78.1,0.0,50,Female,Yes,0,No,95254,1156,Wallace,38.192608,-120.957842,304,0
OCUB-MVEOL,Month-to-Month,1101-SSWAG,No,Yes,Yes,No,No,Yes,No,Yes,DSL,1,Yes,Bank Withdrawal,15,5,31.13,No,No,No,711.15,466.95,51.1,0.0,60,Female,Yes,0,No,94702,1009,Berkeley,37.866009,-122.286228,15638,0
ODAN-BTJLI,Month-to-Month,4553-DVPZG,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,10,Yes,Bank Withdrawal,62,82,15.06,Yes,Yes,Yes,6164.7,933.72,101.35,0.0,30,Female,Yes,0,No,94015,862,Daly City,37.680844,-122.48131,63337,0
ODCH-KLZZG,Two Year,1465-LNTLJ,Yes,Yes,No,No,No,Yes,Yes,Yes,Cable,7,Yes,Credit Card,8,12,25.57,Yes,Yes,No,581.7,204.56,64.4,0.0,78,Male,Yes,0,Yes,93109,628,Santa Barbara,34.406256,-119.726936,10986,0
ODJJ-QPKMJ,Month-to-Month,1260-TTRXI,No,Yes,No,No,No,Yes,No,No,DSL,0,No,Bank Withdrawal,4,19,40.15,Yes,Yes,No,195.3,160.6,54.3,0.0,64,Male,No,0,No,95365,1205,Planada,37.329725,-120.306399,4150,1
ODSH-ZWBHB,Month-to-Month,4988-IQIGL,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,18,28.49,No,No,No,75.35,28.49,75.35,0.0,80,Male,No,0,Yes,91304,191,Canoga Park,34.224377,-118.632656,49242,1
ODTT-SCUQA,Month-to-Month,4234-XTNEA,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,2,73,37.7,No,No,Yes,174.45,75.4,79.95,0.0,25,Male,No,0,No,92606,526,Irvine,33.703976,-117.824172,17621,0
ODVY-MKCOY,Month-to-Month,0668-OGMHD,No,Yes,No,No,Yes,No,No,Yes,DSL,8,No,Bank Withdrawal,21,59,0.0,No,No,No,629.35,0.0,28.5,0.0,20,Female,Yes,0,No,95405,1224,Santa Rosa,38.439696,-122.668817,22250,0
OEDG-UMKOP,Month-to-Month,5091-HFAZW,No,Yes,No,Yes,Yes,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,2,12,46.78,No,No,Yes,168.5,93.56,91.15,0.0,36,Female,No,0,No,90670,127,Santa Fe Springs,33.933565,-118.062611,16271,0
OEHV-DQVUG,Two Year,1657-DYMBM,No,No,No,No,No,Yes,No,No,None,8,No,Credit Card,53,0,34.46,No,No,No,1110.05,1826.38,19.9,0.0,35,Male,Yes,0,No,92591,520,Temecula,33.540604,-117.10909,25655,0
OEQL-VPWVV,Two Year,1414-YADCW,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,3,No,Bank Withdrawal,70,21,1.07,No,No,No,5706.2,74.9,84.6,0.0,45,Male,Yes,0,No,94576,977,Deer Park,38.554383,-122.474773,223,0
OEXM-CCUZW,Month-to-Month,3323-CPBWR,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Credit Card,23,6,8.5,No,No,Yes,2085.45,195.5,96.9,0.0,61,Male,No,0,No,95645,1364,Knights Landing,38.875508,-121.765866,1793,0
OFJL-KQDBP,Month-to-Month,1845-ZLLIG,No,Yes,No,Yes,No,Yes,No,Yes,DSL,0,Yes,Credit Card,1,16,20.3,No,No,No,50.15,20.3,50.15,0.0,45,Male,No,0,No,95258,1159,Woodbridge,38.169605,-121.310964,4176,0
OFWA-MTACX,Month-to-Month,0643-OKLRP,No,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,1,No,Bank Withdrawal,47,7,38.31,No,No,No,3825.85,1800.57,80.35,0.0,73,Female,Yes,0,Yes,91702,241,Azusa,34.174493,-117.87068,57775,1
OGFB-HIBMZ,Month-to-Month,4132-POCZS,No,Yes,No,No,Yes,No,No,Yes,DSL,1,Yes,Bank Withdrawal,52,26,0.0,Yes,Yes,No,2020.9,0.0,39.9,0.0,47,Male,Yes,0,No,95255,1157,West Point,38.41935,-120.469545,2198,0
OGNC-NGFJS,Month-to-Month,2984-AFWNC,No,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,3,28,17.01,Yes,Yes,Yes,293.15,51.03,95.4,0.0,52,Female,No,0,No,95975,1506,Rough And Ready,39.225634,-121.156163,1601,0
OGRS-SYNND,Month-to-Month,1031-IIDEO,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,23,27.05,No,No,No,70.85,27.05,70.85,0.0,51,Female,No,0,No,96125,1610,Sierra City,39.600599,-120.636358,348,1
OHAT-SLQDZ,Two Year,3638-WEABW,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,1,Yes,Credit Card,58,76,48.98,No,No,No,3505.1,2840.84,59.9,0.0,25,Female,Yes,0,No,90025,23,Los Angeles,34.046174,-118.446333,41175,0
OHHH-QQFAI,One Year,0723-FDLAY,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Cable,0,Yes,Bank Withdrawal,44,21,49.57,Yes,Yes,Yes,3704.15,2181.08,85.25,0.0,54,Male,No,0,No,95717,1411,Gold Run,39.170376,-120.838404,407,0
OHRT-NUIEZ,Two Year,5193-QLVZB,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,63,21,48.75,Yes,Yes,Yes,6536.5,3071.25,104.75,0.0,52,Male,No,0,No,96009,1525,Bieber,41.083464,-121.107929,595,0
OHZX-EPPBA,Two Year,0479-HMSWA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,26,19,2.48,Yes,Yes,Yes,2715.3,64.48,105.45,0.0,63,Female,No,1,No,92672,551,San Clemente,33.429488,-117.609432,34946,0
OILF-EEFEN,Two Year,4335-UPJSI,No,No,No,No,No,Yes,No,No,None,0,No,Mailed Check,24,0,34.24,No,No,No,498.1,821.76,19.75,0.0,57,Female,No,1,No,92536,496,Aguanga,33.482243,-116.827173,2433,0
OITJ-LOLVA,Month-to-Month,2619-WFQWU,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Mailed Check,1,6,2.24,No,No,No,70.15,2.24,70.15,0.0,34,Female,No,0,No,92692,560,Mission Viejo,33.60693,-117.644253,46227,1
OIZG-ACRAC,Month-to-Month,4826-XTSOH,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,23,38.78,No,No,Yes,86.05,38.78,86.05,0.0,66,Male,Yes,0,Yes,95039,1077,Moss Landing,36.863303,-121.781632,899,1
OJHA-SLKHT,Month-to-Month,3665-JATSN,No,Yes,No,Yes,No,No,No,No,DSL,0,Yes,Bank Withdrawal,19,59,0.0,Yes,Yes,No,710.05,0.0,39.7,0.0,19,Female,No,0,No,96067,1568,Mount Shasta,41.33832,-122.290756,7309,0
OJJD-XBROQ,Month-to-Month,3137-LUPIX,No,Yes,Yes,No,No,Yes,Yes,Yes,Cable,0,Yes,Credit Card,4,19,1.1,No,No,Yes,253.0,4.4,64.4,0.0,58,Female,No,0,No,92284,425,Yucca Valley,34.159534,-116.425984,20486,0
OJPJ-AZSEU,Month-to-Month,4759-TRPLW,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,1,15,29.63,No,No,No,70.4,29.63,70.4,0.0,40,Male,No,0,No,90822,160,Long Beach,33.778436,-118.118648,425,1
